Rk,Name,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
582,C.J. Spiller*\SpilC.00,BUF,RB,25,16,9,0,0,0,0,0,207,1244,6.01,6,57,43,459,10.67,2,212,264.3,233.8,96,7,9
583,Darren Sproles\SproDa00,NOR,RB,29,13,6,0,0,0,0,0,48,244,5.08,1,104,75,667,8.89,7,141,222.1,178.6,24,22,56
584,Micheal Spurlock\SpurMi00,2TM,WR,29,14,1,0,0,0,0,0,0,0,,0,29,23,200,8.70,1,26,64.0,49.5,,115,
585,Matthew Stafford\StafMa00,DET,QB,24,16,16,435,727,4967,20,17,35,126,3.60,4,1,1,3,3.00,0,276,303.6,293.1,25,11,55
586,Donte' Stallworth\StalDo00,NWE,WR,32,1,0,0,0,0,0,0,0,0,,0,2,1,63,63.00,1,12,13.3,12.8,,144,
587,Isaiah Stanback\StanIs00,JAX,TE,28,6,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.6,1.1,,98,
588,Drew Stanton\StanDr00,IND,,28,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,65,
589,James Starks\StarJa00,GNB,RB,26,6,2,0,0,0,0,0,71,255,3.59,1,6,4,31,7.75,0,35,41.6,36.6,,75,
590,Nick Stephens\StepNi00,DAL,,25,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,67,
591,LaRod Stephens-Howling\StepLa00,ARI,RB,25,14,5,0,0,0,0,0,110,356,3.24,4,30,17,106,6.24,0,70,93.2,78.7,,45,
592,Craig Stevens\StevCr00,TEN,TE,28,15,15,0,0,0,0,0,0,0,,0,33,23,275,11.96,1,34,59.5,45.0,,41,
593,Jeremy Stewart\StewJe00,OAK,RB,23,4,0,0,0,0,0,0,25,101,4.04,0,8,8,62,7.75,0,16,27.3,20.3,,103,
594,Jonathan Stewart\StewJo00,CAR,RB,25,9,6,0,0,0,0,0,93,336,3.61,1,23,17,157,9.24,1,61,84.3,69.8,,53,
595,Luke Stocker\StocLu00,TAM,TE,24,16,11,0,0,0,0,0,0,0,,0,27,16,165,10.31,1,23,41.5,30.5,,50,
596,Brandon Stokley\StokBr00,DEN,WR,36,15,9,0,0,0,0,0,0,0,,0,58,45,544,12.09,5,84,132.4,106.9,,56,
597,Rod Streater\StreRo00,OAK,WR,24,16,2,0,0,0,0,0,0,0,,0,74,39,584,14.97,3,76,119.4,95.9,,62,
598,Tommy Streeter\StreTo00,BAL,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,207,
599,Sammie Stroughter\StroSa00,TAM,WR,26,2,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,1,2.4,1.9,,191,
600,Chris Summers\SummCh00,MIN,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,252,
601,Phillip Supernaw\SupePh00,HOU,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,108,
602,Andrew Szczerba\SzczAn00,ATL,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,130,
603,Will Ta'ufo'ou\TaufWi00,JAX,RB,26,6,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,1,1.5,1.0,,155,
604,Jacob Tamme\TammJa00,DEN,TE,27,16,8,0,0,0,0,0,0,0,,0,85,52,555,10.67,2,68,122.5,93.5,,26,
605,Ryan Tannehill\TannRy00,MIA,QB,24,16,16,282,484,3294,12,13,49,211,4.31,2,0,0,0,,0,183,205.9,195.9,,24,
606,Phillip Tanner\TannPh00,DAL,RB,24,14,0,0,0,0,0,0,25,61,2.44,0,5,4,41,10.25,0,10,14.2,12.2,,118,
607,Alex Tanney\TannAl00,KAN,,25,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,75,
608,Ben Tate\TateBe00,HOU,RB,24,11,0,0,0,0,0,0,65,279,4.29,2,11,11,49,4.45,0,43,57.8,48.3,,65,
609,Brandon Tate\TateBr00,CIN,WR,25,16,3,0,0,0,0,0,1,0,0.00,0,25,13,211,16.23,1,25,42.1,31.6,,120,
610,Golden Tate\TateGo00,SEA,WR,24,15,15,1,1,23,1,0,3,20,6.67,0,68,45,688,15.29,7,116,164.7,138.2,,32,
611,Ryan Taylor\TaylRy00,GNB,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,1,2.1,1.6,,91,
612,Tyrod Taylor\TaylTy00,BAL,QB,23,7,0,17,29,179,0,1,14,73,5.21,1,0,0,0,,0,18,19.5,19.5,,41,
613,Tim Tebow\TeboTi00,NYJ,TE,25,12,2,6,8,39,0,0,32,102,3.19,0,1,0,0,,0,12,14.8,11.8,,58,
614,Marcus Thigpen\ThigMa00,MIA,RB,26,16,0,0,0,0,0,0,1,8,8.00,0,2,1,15,15.00,0,,14.3,12.8,,157,
615,Tyler Thigpen\ThigTy00,BUF,QB,28,4,0,3,5,30,0,0,1,-1,-1.00,0,0,0,0,,0,1,1.1,1.1,,61,
616,Daniel Thomas\ThomDa03,MIA,RB,25,12,0,0,0,0,0,0,91,325,3.57,4,22,15,156,10.40,0,68,91.1,75.6,,46,
617,David Thomas\ThomDa02,NOR,TE,29,15,7,0,0,0,0,0,0,0,,0,17,11,86,7.82,4,33,43.6,38.1,,45,
618,Demaryius Thomas*\ThomDe03,DEN,WR,25,16,16,0,0,0,0,0,0,0,,0,143,94,1434,15.26,10,197,297.4,244.4,79,5,19
619,Julius Thomas\ThomJu00,DEN,,24,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,121,
620,Mike Thomas\ThomMi01,2TM,WR,25,16,4,0,0,0,0,0,7,57,8.14,0,40,18,108,6.00,1,23,43.5,31.5,,126,
621,Pierre Thomas\ThomPi00,NOR,RB,28,15,4,0,0,0,0,0,105,473,4.50,1,53,39,354,9.08,1,95,139.7,114.2,,32,
622,Deonte Thompson\ThomDe04,BAL,WR,23,6,0,0,0,0,0,0,0,0,,0,6,5,51,10.20,0,3,9.1,5.6,,182,
623,Taylor Thompson\ThomTa00,TEN,TE,23,16,4,0,0,0,0,0,0,0,,0,14,6,46,7.67,0,5,10.6,7.6,,80,
624,Jordan Todman\TodmJo00,JAX,RB,22,1,0,0,0,0,0,0,3,8,2.67,0,1,1,0,0.00,0,1,1.8,1.3,,148,
625,Mike Tolbert\TolbMi00,CAR,RB,27,16,5,0,0,0,0,0,54,183,3.39,7,39,27,268,9.93,0,87,120.1,100.6,,37,
626,Nick Toon\ToonNi00,NOR,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,228,
627,Ryan Torain\ToraRy00,NYG,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,165,
628,Keith Toston\TostKe00,JAX,RB,25,5,1,0,0,0,0,0,17,74,4.35,0,4,3,41,13.67,0,12,14.5,13.0,,115,
629,Robert Turbin\TurbRo00,SEA,RB,23,16,0,0,0,0,0,0,80,354,4.43,0,23,19,181,9.53,0,54,78.5,63.0,,58,
630,Michael Turner\TurnMi00,ATL,RB,30,16,16,0,0,0,0,0,222,800,3.60,10,30,19,128,6.74,1,157,182.8,166.3,40,17,43
631,Patrick Turner\TurnPa00,NYJ,,25,2,0,0,0,0,0,0,0,0,,0,5,0,0,,0,,,,,256,
632,Brian Tyms\TymsBr00,MIA,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,209,
633,Tiquan Underwood\UndeTi00,TAM,WR,25,14,3,0,0,0,0,0,1,1,1.00,0,55,28,425,15.18,2,55,85.6,68.6,,80,
634,Josh Vaughan\VaugJo01,ATL,,26,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,176,
635,Matt Veldman\VeldMa00,JAX,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,133,
636,Shane Vereen\VereSh00,NWE,RB,23,13,1,0,0,0,0,0,62,251,4.05,3,13,8,149,18.63,1,62,77.0,66.0,,50,
637,Michael Vick\VickMi00,PHI,QB,32,10,10,204,351,2362,12,10,62,332,5.35,1,0,0,0,,0,152,172.7,161.7,,27,
638,Lawrence Vickers\VickLa00,DAL,RB,29,16,6,0,0,0,0,0,3,11,3.67,0,15,13,104,8.00,0,12,27.5,18.0,,114,
639,Delanie Walker\WalkHu00,SFO,TE,28,16,4,0,0,0,0,0,0,0,,0,39,21,344,16.38,3,50,75.4,60.9,,33,
640,Mike Wallace\WallMi00,PIT,WR,26,15,14,0,0,0,0,0,5,7,1.40,0,119,64,836,13.06,8,130,198.3,162.3,12,25,66
641,Kevin Walter\WaltKe00,HOU,WR,31,16,14,0,0,0,0,0,0,0,,0,68,41,518,12.63,2,64,107.8,84.3,,72,
642,Danny Ware\WareDa00,TAM,RB,27,16,1,0,0,0,0,0,11,51,4.64,0,20,14,100,7.14,0,15,32.1,22.1,,107,
643,Leon Washington*\WashLe00,SEA,RB,30,16,0,0,0,0,0,0,23,83,3.61,1,8,4,31,7.75,0,15,26.4,23.4,,105,
644,Nate Washington\WashNa00,TEN,WR,29,16,14,0,0,0,0,0,0,0,,0,89,46,746,16.22,4,99,147.6,121.6,,45,
645,Ben Watson\WatsBe00,CLE,TE,32,16,14,0,0,0,0,0,0,0,,0,82,49,501,10.22,3,68,120.1,92.6,,24,
646,Reggie Wayne*\WaynRe00,IND,WR,34,16,15,0,0,0,0,0,1,-5,-5.00,0,195,106,1355,12.78,5,163,273.0,216.0,45,15,41
647,Joe Webb\WebbJo00,MIN,QB,26,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,82,
648,Brandon Weeden\WeedBr00,CLE,QB,29,15,15,297,517,3385,14,17,27,111,4.11,0,1,0,-9,,0,166,189.6,182.6,,26,
649,Eric Weems\WeemEr00,CHI,WR,27,16,1,0,0,0,0,0,0,0,,0,4,2,27,13.50,0,3,4.7,3.7,,186,
650,Wes Welker*\WelkWe00,NWE,WR,31,16,12,0,0,0,0,0,2,20,10.00,0,174,118,1354,11.47,6,171,293.4,230.4,53,12,33
651,Beanie Wells\WellCh00,ARI,RB,24,8,7,0,0,0,0,0,88,234,2.66,5,1,1,24,24.00,0,54,58.8,54.3,,57,
652,Griff Whalen\WhalGr00,IND,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,249,
653,Ryan Whalen\WhalRy00,CIN,WR,23,9,0,0,0,0,0,0,0,0,,0,12,7,53,7.57,0,5,12.3,8.8,,166,
654,Guy Whimper\WhimGu20,JAX,TE,29,16,6,0,0,0,0,0,0,0,,0,3,2,11,5.50,1,7,9.1,8.1,,70,
655,Johnny White\WhitJo01,2TM,RB,24,7,0,0,0,0,0,0,8,34,4.25,0,0,0,0,,0,3,3.4,3.4,,135,
656,Jordan White\WhitJo02,NYJ,WR,24,3,0,0,0,0,0,0,0,0,,0,3,1,13,13.00,0,1,2.3,1.8,,192,
657,Roddy White\WhitRo00,ATL,WR,31,16,15,0,0,0,0,0,0,0,,0,142,92,1351,14.68,7,177,272.1,223.1,59,10,29
658,Charlie Whitehurst\WhitCh02,SDG,,30,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,70,
659,Fozzy Whittaker\WhitFo00,ARI,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,183,
660,D.J. Williams\WillD.00,GNB,TE,24,13,2,0,0,0,0,0,0,0,,0,15,7,57,8.14,0,6,12.7,9.2,,74,
661,Damian Williams\WillDa04,TEN,WR,24,13,2,0,0,0,0,0,0,0,,0,45,30,324,10.80,0,32,65.4,47.4,,103,
662,DeAngelo Williams\WillDe02,CAR,RB,29,16,10,0,0,0,0,0,173,737,4.26,5,20,13,187,14.38,2,130,151.4,136.9,14,23,63
663,Eddie Williams\WillEd00,CLE,,25,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,6,
664,Javarris Williams\WillJa05,WAS,,26,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,171,
665,Keiland Williams\WillKe03,2TM,RB,26,14,0,0,0,0,0,0,2,3,1.50,0,2,2,9,4.50,0,1,3.2,2.2,,143,
666,Kyle Williams\WillKy01,SFO,WR,24,11,3,0,0,0,0,0,4,21,5.25,0,22,14,212,15.14,1,29,46.3,36.3,,112,
667,Mike Williams\WillMi04,TAM,WR,25,16,16,1,1,28,0,0,0,0,,0,126,63,996,15.81,9,155,220.7,186.2,36,17,45
668,Ryan Williams\WillRy00,ARI,RB,22,5,3,0,0,0,0,0,58,164,2.83,0,10,7,44,6.29,0,17,28.8,20.3,,102,
669,Mike Willie\WillMi05,SDG,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,223,
670,Matt Willis\WillMa00,DEN,WR,28,15,0,0,0,0,0,0,0,0,,0,22,10,90,9.00,0,9,19.0,14.0,,153,
671,David Wilson\WilsDa01,NYG,RB,21,16,2,0,0,0,0,0,71,358,5.04,4,9,4,34,8.50,1,67,81.2,75.2,,47,
672,George Wilson\WilsGe01,BUF,,31,16,16,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,240,
673,Russell Wilson*\WilsRu00,SEA,QB,24,16,16,252,393,3118,26,10,94,489,5.20,4,0,0,0,,0,278,296.6,287.6,27,9,52
674,Kellen Winslow\WinsKe01,NWE,TE,29,1,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,1,2.2,1.7,,90,
675,Jason Witten*\WittJa00,DAL,TE,30,16,16,0,0,0,0,0,0,0,,0,147,110,1039,9.45,3,122,234.9,176.9,26,5,53
676,Danny Woodhead\WoodDa02,NWE,RB,27,16,2,0,0,0,0,0,76,301,3.96,4,55,40,446,11.15,3,117,162.7,136.7,,24,77
677,Jarius Wright\WrigJa02,MIN,WR,23,7,1,0,0,0,0,0,2,11,5.50,0,36,22,310,14.09,2,44,69.1,55.1,,90,
678,Kendall Wright\WrigKe01,TEN,WR,23,15,5,0,0,0,0,0,1,4,4.00,0,104,64,626,9.78,4,85,153.0,117.0,,55,
679,Devon Wylie\WyliDe00,KAN,WR,24,6,1,0,0,0,0,0,0,0,,0,12,6,53,8.83,0,5,11.3,8.3,,167,
680,T.J. Yates\YateT.00,HOU,QB,25,4,0,4,10,38,0,1,2,-1,-0.50,1,0,0,0,,0,3,5.4,4.4,,53,
681,Will Yeatman\YeatWi00,MIA,,24,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,124,
682,Darrel Young\YounDa01,WAS,TE,25,16,8,0,0,0,0,0,14,60,4.29,0,9,8,109,13.63,2,29,39.9,32.9,,46,
683,Titus Young\YounTi00,DET,WR,23,10,8,0,0,0,0,0,2,16,8.00,0,56,33,383,11.61,4,64,99.9,80.4,,71,
