Rk,Name,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
367,John Phillips\PhilJo00,2TM,TE,29,16,7,0,0,0,0,0,0,0,,0,15,10,72,7.20,1,13,23.2,18.2,,68,
368,C.J. Spiller\SpilC.00,2TM,RB,29,6,0,0,0,0,0,0,6,18,3.00,0,13,6,50,8.33,1,13,18.8,15.8,,108,
369,Jarius Wright\WrigJa02,MIN,WR,27,8,1,0,0,0,0,0,0,0,,0,14,11,67,6.09,1,13,23.7,18.2,,145,
370,Larry Donnell\DonnLa00,NYG,TE,28,14,6,0,0,0,0,0,0,0,,0,22,15,92,6.13,1,13,29.2,20.7,,69,
371,Markus Wheaton\WheaMa00,PIT,WR,25,3,2,0,0,0,0,0,0,0,,0,9,4,51,12.75,1,13,17.1,15.1,,144,
372,Crockett Gillmore\GillCr00,BAL,TE,25,7,5,0,0,0,0,0,0,0,,0,14,8,71,8.88,1,13,21.1,17.1,,70,
373,Chris Harper\HarpCh01,SFO,WR,23,9,2,0,0,0,0,0,0,0,,0,21,13,133,10.23,0,13,29.3,19.8,,142,
374,Nick O'Leary\OLeaNi00,BUF,TE,24,16,7,0,0,0,0,0,0,0,,0,14,9,114,12.67,0,13,25.4,17.9,,67,
375,Jaelen Strong\StroJa01,HOU,WR,22,8,2,0,0,0,0,0,0,0,,0,24,14,131,9.36,0,13,30.1,20.1,,143,
376,Paul Turner\TurnPa01,PHI,WR,23,4,2,0,0,0,0,0,0,0,,0,14,9,126,14.00,0,13,24.6,17.1,,146,
377,Jordan Cameron\CameJo00,MIA,TE,28,3,3,0,0,0,0,0,0,0,,0,11,8,60,7.50,1,12,20.0,16.0,,72,
378,Rhett Ellison\ElliRh00,MIN,TE,28,15,6,0,0,0,0,0,1,1,1.00,1,14,9,57,6.33,0,12,20.8,16.3,,73,
379,Dominique Jones\JoneDo01,MIA,TE,29,9,2,0,0,0,0,0,0,0,,0,10,7,61,8.71,1,12,19.1,15.6,,71,
380,Brittan Golden\GoldBr00,ARI,WR,28,12,1,0,0,0,0,0,0,0,,0,14,8,82,10.25,1,12,21.2,16.2,,147,
381,Mike Davis\DaviMi01,SFO,RB,24,8,1,0,0,0,0,0,19,50,2.63,1,5,3,25,8.33,0,12,15.5,13.0,,109,
382,Jamaal Charles\CharJa00,KAN,RB,30,3,0,0,0,0,0,0,12,40,3.33,1,3,2,14,7.00,0,11,13.4,12.4,,110,
383,Charlie Whitehurst\WhitCh02,CLE,QB,34,1,0,14,24,182,1,1,2,1,0.50,0,0,0,0,,0,11,10.4,10.4,,50,
384,Patrick DiMarco\DiMaPa00,ATL,RB,27,16,8,0,0,0,0,0,0,0,,0,10,7,52,7.43,1,11,18.2,14.7,,112,
385,T.J. Jones\JoneT.00,DET,WR,24,3,0,0,0,0,0,0,0,0,,0,14,5,93,18.60,0,11,14.3,11.8,,148,
386,Neal Sterling\SterNe00,JAX,TE,28,10,1,0,0,0,0,0,0,0,,0,16,12,110,9.17,0,11,26.0,17.0,,74,
387,Lucky Whitehead\WhitLu00,DAL,WR,24,15,1,0,0,0,0,0,10,82,8.20,0,3,3,48,16.00,0,11,15.0,12.5,,149,
388,Jonathan Williams\WillJo07,BUF,RB,22,11,0,0,1,0,0,0,27,94,3.48,1,2,1,0,0.00,0,11,14.4,11.9,,111,
389,Shaun Hill\HillSh00,MIN,QB,36,3,1,19,35,242,0,0,5,5,1.00,0,0,0,0,,0,10,10.2,10.2,,51,
390,David Johnson\JohnDa05,PIT,TE,29,16,4,0,0,0,0,0,0,0,,0,11,7,80,11.43,0,10,17.0,13.5,,76,
391,Darren McFadden\McFaDa00,DAL,RB,29,3,2,0,0,0,0,0,24,87,3.63,0,5,3,17,5.67,0,10,13.4,11.9,,114,
392,Antone Smith\SmitAn01,TAM,RB,31,3,0,0,0,0,0,0,10,47,4.70,0,9,6,77,12.83,0,10,17.4,13.4,,113,
393,Jeremy Ross\RossJe01,2TM,WR,28,6,1,0,0,0,0,0,0,0,,0,4,4,37,9.25,1,10,13.7,11.7,,152,
394,James Wright\WrigJa03,CIN,WR,25,13,2,0,0,0,0,0,2,-6,-3.00,0,19,13,106,8.15,0,10,26.0,16.5,,151,
395,Demarcus Ayers\AyerDe00,PIT,WR,22,2,1,0,0,0,0,0,2,-12,-6.00,0,13,6,53,8.83,1,10,16.1,13.1,,150,
396,Joshua Perkins\PerkJo02,ATL,TE,23,8,1,0,0,0,0,0,0,0,,0,5,3,42,14.00,1,10,13.2,11.7,,75,
397,Alan Cross\CrosAl00,TAM,TE,23,14,0,0,0,0,0,0,0,0,,0,10,6,38,6.33,1,10,15.8,12.8,,77,
398,Marcel Reece\ReecMa00,SEA,RB,31,4,0,0,0,0,0,0,2,0,0.00,0,5,5,73,14.60,0,9,14.3,11.8,,116,
399,Drew Stanton\StanDr00,ARI,QB,32,5,1,19,48,192,2,3,3,-3,-1.00,0,0,0,0,,0,9,12.4,12.4,,52,
400,Scott Tolzien\TolzSc00,IND,QB,29,3,1,23,37,216,1,2,6,3,0.50,0,0,0,0,,0,9,10.9,10.9,,54,
401,Mike Glennon\GlenMi00,TAM,QB,27,2,0,10,11,75,1,0,0,0,,0,0,0,0,,0,9,9.0,9.0,,53,
402,Gavin Escobar\EscoGa00,DAL,TE,25,16,1,0,0,0,0,0,0,0,,0,7,4,30,7.50,1,9,13.0,11.0,,79,
403,Andre Williams\WillAn00,SDG,RB,24,1,0,0,0,0,0,0,18,87,4.83,0,2,0,0,,0,9,8.7,8.7,,119,
404,Fitzgerald Toussaint\TousFi00,PIT,RB,26,16,0,0,0,0,0,0,14,58,4.14,0,3,3,33,11.00,0,9,12.1,10.6,,118,
405,Juwan Thompson\ThomJu01,DEN,RB,24,8,1,0,0,0,0,0,8,26,3.25,1,1,0,0,,0,9,8.6,8.6,,121,
406,George Atkinson\AtkiGe01,CLE,RB,24,16,0,0,0,0,0,0,7,34,4.86,1,0,0,0,,0,9,9.4,9.4,,115,
407,Blake Bell\BellBl00,SFO,TE,25,13,0,0,0,0,0,0,0,0,,0,9,4,85,21.25,0,9,12.5,10.5,,80,
408,Tyler Kroft\KrofTy00,CIN,TE,24,14,11,0,0,0,0,0,0,0,,0,12,10,92,9.20,0,9,19.2,14.2,,78,
409,Pharoh Cooper\CoopPh00,LAR,WR,21,10,3,0,1,0,0,1,0,0,,0,20,14,106,7.57,0,9,26.6,16.6,,156,
410,Leonte Carroo\CarrLe00,MIA,WR,22,14,2,0,0,0,0,0,0,0,,0,6,3,29,9.67,1,9,11.9,10.4,,153,
411,Derek Watt\WattDe00,SDG,RB,24,16,2,0,0,0,0,0,2,4,2.00,0,4,4,83,20.75,0,9,12.7,10.7,,120,
412,Bryce Treggs\TregBr00,PHI,WR,22,9,1,0,0,0,0,0,2,7,3.50,0,12,3,80,26.67,0,9,11.7,10.2,,154,
413,Tommylee Lewis\LewiTo00,NOR,WR,24,12,1,0,0,0,0,0,3,11,3.67,0,11,7,76,10.86,0,9,15.7,12.2,,155,
414,Terrell Watson\WatsTe00,PHI,RB,23,1,0,0,0,0,0,0,9,28,3.11,1,1,1,5,5.00,0,9,10.3,9.8,,117,
415,Geno Smith\SmitGe00,NYJ,QB,26,2,1,8,14,126,1,1,2,9,4.50,0,0,0,0,,0,8,8.9,8.9,,56,
416,Ryan Grant\GranRy01,WAS,WR,26,16,1,0,0,0,0,0,0,0,,0,19,9,76,8.44,0,8,16.6,12.1,,158,
417,Cody Latimer\LatiCo00,DEN,WR,24,12,1,0,0,0,0,0,0,0,,0,15,8,76,9.50,0,8,15.6,11.6,,159,
418,Connor Cook\CookCo00,OAK,QB,23,1,0,14,21,150,1,1,0,0,,0,0,0,0,,0,8,8.0,7.0,,55,
419,Rashard Higgins\HiggRa00,CLE,WR,22,16,0,0,0,0,0,0,0,0,,0,12,6,77,12.83,0,8,13.7,10.7,,157,
420,Trevone Boykin\BoykTr00,SEA,QB,23,5,0,13,18,145,1,1,8,1,0.13,0,0,0,0,,0,8,8.9,8.9,,57,
421,Connor Hamlett\HamlCo01,CLE,TE,24,3,2,0,0,0,0,0,0,0,,0,1,1,17,17.00,1,8,8.7,8.2,,82,
422,Matt Lengel\LengMa00,NWE,TE,26,6,0,0,0,0,0,0,0,0,,0,3,2,22,11.00,1,8,10.2,9.2,,81,
423,Wendall Williams\WillWe00,HOU,WR,26,3,0,0,0,0,0,0,0,0,,0,7,4,75,18.75,0,8,11.5,9.5,,160,
424,Jerome Felton\FeltJe00,BUF,RB,30,15,4,0,0,0,0,0,8,13,1.63,0,9,6,57,9.50,0,7,13.0,10.0,,123,
425,EJ Manuel\ManuEJ00,BUF,QB,26,6,1,11,26,131,0,0,8,22,2.75,0,0,0,0,,0,7,8.4,7.4,,58,
426,Michael Campanaro\CampMi02,BAL,WR,25,3,0,0,0,0,0,0,3,72,24.00,0,1,0,0,,0,7,7.2,7.2,,161,
427,Keith Mumphery\MumpKe00,HOU,WR,24,11,3,0,0,0,0,0,0,0,,0,12,10,69,6.90,0,7,16.9,11.9,,163,
428,Geoff Swaim\SwaiGe00,DAL,TE,23,9,6,0,0,0,0,0,0,0,,0,8,6,69,11.50,0,7,12.9,9.9,,83,
429,Malcolm Brown\BrowMa03,LAR,RB,,16,0,0,0,0,0,0,18,39,2.17,0,3,3,46,15.33,0,7,10.5,8.0,,124,
430,Josh Doctson\DoctJo00,WAS,WR,24,2,0,0,0,0,0,0,0,0,,0,6,2,66,33.00,0,7,8.6,7.6,,165,
431,Aaron Burbridge\BurbAa00,SFO,WR,23,16,3,0,0,0,0,0,0,0,,0,16,7,88,12.57,0,7,14.8,10.3,,164,
432,Chris Moore\MoorCh00,BAL,WR,23,15,0,0,0,0,0,0,3,19,6.33,0,16,7,46,6.57,0,7,19.5,16.0,,167,
433,Alex Erickson\EricAl01,CIN,WR,24,16,0,0,0,0,0,0,0,0,,0,8,6,71,11.83,0,7,13.1,10.1,,162,
434,Maurice Harris\HarrMa05,WAS,WR,24,10,0,0,0,0,0,0,0,0,,0,12,8,66,8.25,0,7,14.6,10.6,,166,
435,Byron Marshall\MarsBy01,PHI,RB,22,3,0,0,0,0,0,0,19,64,3.37,0,5,3,10,3.33,0,7,10.4,8.9,,122,
436,Adrian Peterson\PeteAd01,MIN,RB,31,3,3,0,0,0,0,0,37,72,1.95,0,6,3,8,2.67,0,6,10.0,7.5,,125,
437,Jordan Todman\TodmJo00,IND,RB,26,16,0,0,0,0,0,0,9,59,6.56,0,1,0,0,,0,6,11.9,11.9,,126,
438,Phillip Supernaw\SupePh00,TEN,TE,26,15,2,0,0,0,0,0,0,0,,0,5,4,62,15.50,0,6,10.2,8.2,,85,
439,Brandon Bostick\BostBr00,NYJ,TE,27,16,7,0,0,0,0,0,0,0,,0,11,8,63,7.88,0,6,14.3,10.3,,84,
440,Keenan Allen\AlleKe00,SDG,WR,24,1,1,0,0,0,0,0,0,0,,0,7,6,63,10.50,0,6,12.3,9.3,,170,
441,Nick Williams\WillNi02,ATL,WR,26,2,0,0,0,0,0,0,0,0,,0,7,5,59,11.80,0,6,10.9,8.4,,171,
442,Jace Amaro\AmarJa00,TEN,TE,24,3,0,0,0,0,0,0,0,0,,0,4,3,59,19.67,0,6,8.9,7.4,,87,
443,De'Anthony Thomas\ThomDe05,KAN,WR,23,12,0,0,0,0,0,0,4,29,7.25,0,9,7,35,5.00,0,6,13.4,9.9,,169,
444,D.J. Tialavea\TialD.00,ATL,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,6,7.1,6.6,,86,
445,Trevor Davis\DaviTr03,GNB,WR,23,11,0,0,0,0,0,0,0,0,,0,7,3,24,8.00,1,6,10.4,7.9,,168,
446,Johnny Holton\HoltJo00,OAK,WR,25,15,0,0,0,0,0,0,6,43,7.17,0,3,2,34,17.00,0,6,8.7,6.7,,172,
447,Tony Romo\RomoTo00,DAL,QB,36,1,0,3,4,29,1,0,0,0,,0,0,0,0,,0,5,5.2,5.2,,59,
448,Dwayne Harris*\HarrDw00,NYG,WR,29,16,1,0,0,0,0,0,0,0,,0,1,1,13,13.00,1,5,7.3,5.8,,173,
449,Tavarres King\KingTa00,NYG,WR,26,7,0,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,5,7.0,6.0,,174,
450,Knile Davis\DaviKn00,2TM,RB,25,11,0,0,0,0,0,0,18,28,1.56,0,7,5,25,5.00,0,5,10.3,7.8,,127,
451,Ifeanyi Momah\MomaIf00,ARI,TE,27,5,1,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,5,7.0,6.0,,88,
452,Javorius Allen\AlleJa01,BAL,RB,25,8,0,0,0,0,0,0,9,34,3.78,0,4,3,15,5.00,0,5,7.9,6.4,,129,
453,Troymaine Pope\PopeTr00,2TM,RB,23,4,0,0,0,0,0,0,12,44,3.67,0,2,1,5,5.00,0,5,5.9,5.4,,128,
454,Brandon Wilds\WildBr01,NYJ,RB,23,4,0,0,0,0,0,0,10,27,2.70,0,2,2,20,10.00,0,5,6.7,5.7,,130,
455,Dexter McCluster\McClDe00,SDG,RB,27,6,0,0,0,0,0,0,3,2,0.67,0,11,7,36,5.14,0,4,10.8,7.3,,133,
456,Taiwan Jones\JoneTa00,OAK,RB,28,13,0,0,0,0,0,0,1,-8,-8.00,0,4,4,43,10.75,0,4,7.5,5.5,,134,
457,Brandon Williams\WillBr04,SEA,TE,29,16,1,0,0,0,0,0,0,0,,0,3,2,36,18.00,0,4,5.6,4.6,,91,
458,Mike James\JameMi00,TAM,RB,25,4,0,0,0,0,0,0,4,19,4.75,0,4,4,22,5.50,0,4,8.1,6.1,,132,
459,Justin Perillo\PeriJu00,GNB,TE,25,9,1,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,4,7.5,5.5,,92,
460,Nick Boyle\BoylNi00,BAL,TE,23,6,0,0,0,0,0,0,0,0,,0,6,6,44,7.33,0,4,10.4,7.4,,89,
461,Bradley Marquez\MarqBr00,LAR,WR,24,14,0,0,0,0,0,0,1,2,2.00,0,7,3,37,12.33,0,4,6.9,5.4,,176,
462,Quan Bray\BrayQu00,IND,WR,23,6,0,0,0,0,0,0,1,7,7.00,0,4,3,36,12.00,0,4,7.3,5.8,,175,
463,Daniel Lasco\LascDa00,NOR,RB,24,7,0,0,0,0,0,0,11,32,2.91,0,4,2,11,5.50,0,4,6.3,5.3,,131,
464,Ben Braunecker\BrauBe00,CHI,TE,22,13,2,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,4,8.1,6.1,,90,
465,Niles Paul\PaulNi00,WAS,TE,27,8,1,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,3,4.7,3.7,,96,
466,Lee Smith\SmitLe00,OAK,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,3,8.9,5.9,,95,
467,Isaiah Pead\PeadIs00,MIA,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.00,0,3,3.8,3.3,,136,
468,Sean McGrath\McGrSe00,SDG,TE,29,16,5,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,3,4.5,3.5,,97,
469,Derek Carrier\CarrDe00,WAS,TE,26,8,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,3,3.0,2.0,,94,
470,Keith Smith\SmitKe03,DAL,RB,24,16,1,0,0,0,0,0,2,5,2.50,0,4,3,20,6.67,0,3,5.5,4.0,,140,
471,Malcolm Johnson\JohnMa06,CLE,RB,24,7,1,0,0,0,0,0,1,2,2.00,0,7,5,44,8.80,0,3,8.6,5.1,,139,
472,Nick Vannett\VannNi00,SEA,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,3,6.2,4.7,,93,
473,Dan Vitale\VitaDa00,CLE,RB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,3,6.7,4.7,,137,
474,D.J. Foster\FostD.01,NWE,RB,23,3,0,0,0,0,0,0,7,24,3.43,0,2,1,2,2.00,0,3,3.6,3.1,,138,
475,Don Jackson\JackDo01,GNB,RB,23,3,1,0,0,0,0,0,10,32,3.20,0,1,0,0,,0,3,3.2,3.2,,135,
476,Clay Harbor\HarbCl00,2TM,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,2,4.9,3.4,,99,
477,Percy Harvin\HarvPe00,BUF,WR,28,2,1,0,0,0,0,0,1,11,11.00,0,4,2,6,3.00,0,2,3.7,2.7,,182,
478,Marc Mariani\MariMa00,TEN,WR,29,16,0,0,0,0,0,0,1,15,15.00,0,0,0,0,,0,2,1.5,1.5,,186,
479,Logan Paulsen\PaulLo00,CHI,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.00,0,2,4.5,3.0,,101,
480,Cedric Peerman\PeerCe00,CIN,RB,30,6,0,0,0,0,0,0,6,15,2.50,0,1,0,0,,0,2,1.5,1.5,,146,
481,Luke Stocker\StocLu00,TAM,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.60,0,2,7.3,4.8,,98,
482,James Develin\DeveJa00,NWE,RB,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.00,0,2,4.8,3.3,,143,
483,Griff Whalen\WhalGr00,SDG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,2,4.2,3.2,,179,
484,Brandon Bolden\BoldBr00,NWE,RB,26,14,0,0,0,0,0,0,1,4,4.00,0,4,2,15,7.50,0,2,3.9,2.9,,141,
485,Matt McGloin\McGlMa01,OAK,QB,27,3,1,8,15,50,0,0,3,-3,-1.00,0,0,0,0,,0,2,1.7,1.7,,61,
486,Zach Line\LineZa01,MIN,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,2,1.5,1.5,,148,
487,Jay Prosch\ProsJa00,HOU,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.00,0,2,2.5,2.0,,145,
488,Devin Street\StreDe00,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.00,0,2,3.0,2.5,,180,
489,Antonio Andrews\AndrAn00,TEN,RB,24,16,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,2,1.5,1.5,,147,
490,Brenton Bersin\BersBr00,CAR,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,2,3.7,2.7,,184,
491,Jalston Fowler\FowlJa00,TEN,RB,26,16,7,0,0,0,0,0,1,3,3.00,0,2,1,14,14.00,0,2,2.7,2.2,,144,
492,Devin Smith\SmitDe04,NYJ,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.00,0,2,3.0,2.5,,181,
493,DeAndre Smelter\SmelDe00,SFO,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,2,3.3,2.8,,178,
494,Laquon Treadwell\TreaLa00,MIN,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,2,2.5,2.0,,187,
495,Cardale Jones\JoneCa01,BUF,QB,24,1,0,6,11,96,0,1,1,-1,-1.00,0,0,0,0,,0,2,2.7,2.7,,60,
496,Mike Thomas\ThomMi04,LAR,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,2,5.7,3.2,,183,
497,Cole Wick\WickCo00,DET,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,2,3.8,2.8,,100,
498,Ross Travis\TravRo00,KAN,TE,23,6,3,0,0,0,0,0,0,0,,0,6,3,15,5.00,0,2,4.5,3.0,,102,
499,Damiere Byrd\ByrdDa00,CAR,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,2,2.6,2.1,,185,
500,Shane Wynn\WynnSh00,JAX,WR,24,5,0,0,0,0,0,0,2,5,2.50,0,3,1,19,19.00,0,2,3.4,2.9,,177,
501,J.D. McKissic\McKiJ.00,SEA,RB,23,1,0,0,0,0,0,0,1,2,2.00,0,2,2,16,8.00,0,2,3.8,2.8,,142,
502,Chase Daniel\DaniCh00,PHI,QB,30,1,0,1,1,16,0,0,0,0,,0,0,0,0,,0,1,0.6,0.6,,63,
503,Matthew Mulligan\MullMa00,DET,TE,31,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,109,
504,Stevan Ridley\RidlSt00,ATL,RB,27,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,1,0.7,0.7,,158,
505,Anthony Sherman\SherAn00,KAN,RB,28,16,3,0,0,0,0,0,0,0,,0,6,4,11,2.75,0,1,5.1,3.1,,152,
506,Daryl Richardson\RichDa00,PIT,RB,26,3,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,1,0.7,0.7,,157,
507,Joe Banyard\BanyJo00,JAX,RB,28,1,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,1,0.7,0.7,,156,
508,Stepfan Taylor\TaylSt00,ARI,RB,25,15,0,0,0,0,0,0,4,12,3.00,0,0,0,0,,0,1,1.2,1.2,,150,
509,Jared Abbrederis\AbbrJa00,GNB,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,1,1.8,1.3,,191,
510,David Fales\FaleDa00,CHI,QB,26,1,0,2,5,22,0,0,1,0,0.00,0,0,0,0,,0,1,0.9,0.9,,62,
511,Ryan Hewitt\HewiRy00,CIN,RB,25,16,11,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,1,3.3,2.3,,149,
512,Rashad Ross\RossRa00,WAS,WR,26,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,192,
513,Lorenzo Taliaferro\TaliLo00,BAL,RB,25,3,0,0,0,0,0,0,1,0,0.00,0,3,3,10,3.33,0,1,4.0,2.5,,155,
514,Jeremy Butler\ButlJe01,SDG,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,1,3.1,2.1,,189,
515,Je'Ron Hamm\HammJe01,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,1,3.3,2.3,,104,
516,Tony Washington\WashTo00,JAX,WR,26,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,190,
517,Roosevelt Nix\NixxRo01,PIT,RB,24,10,3,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,1,2.5,1.5,,160,
518,Chris Manhertz\ManhCh00,2TM,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,1,2.0,1.5,,108,
519,Gerald Christian\ChriGe00,BUF,TE,25,3,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,1,2.4,1.9,,103,
520,Terrence Magee\MageTe00,SEA,RB,23,2,0,0,0,0,0,0,3,12,4.00,0,0,0,0,,0,1,1.2,1.2,,151,
521,Rashad Greene\GreeRa00,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,8,5,32,6.40,0,1,7.2,3.7,,188,
522,Raheem Mostert\MostRa00,2TM,RB,24,3,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,1,0.6,0.6,,159,
523,MyCole Pruitt\PruiMy00,2TM,TE,24,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.50,0,1,3.3,2.3,,106,
524,Paul Lasike\LasiPa00,CHI,RB,26,10,3,0,0,0,0,0,3,8,2.67,0,1,1,3,3.00,0,1,2.1,1.6,,154,
525,George Farmer\FarmGe02,SEA,RB,23,2,0,0,0,0,0,0,1,1,1.00,0,3,1,4,4.00,0,1,1.5,1.0,,161,
526,Alex Ellis\ElliAl01,JAX,TE,23,6,3,0,0,0,0,0,0,0,,0,4,3,11,3.67,0,1,4.1,2.6,,107,
527,Bronson Hill\HillBr01,JAX,RB,23,3,0,0,0,0,0,0,2,11,5.50,0,1,0,0,,0,1,1.1,1.1,,153,
528,Paul McRoberts\McRoPa00,LAR,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.6,1.1,,193,
529,Henry Krieger-Coble\KrieHe00,DEN,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,1,2.3,1.8,,105,
530,Joique Bell\BellJo01,2TM,RB,30,7,0,0,0,0,0,0,3,6,2.00,0,1,1,-2,-2.00,0,,1.4,0.9,,162,
531,Kellen Clemens\ClemKe00,SDG,QB,33,12,0,0,1,0,0,0,2,-1,-0.50,0,0,0,0,,0,,-0.1,-0.1,,68,
532,Chase Coffman\CoffCh00,IND,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,112,
533,Kellen Davis\DaviKe01,NYJ,,31,8,7,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,124,
534,Jim Dray\DrayJi00,2TM,,30,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,122,
535,Clark Harris\HarrCl20,CIN,,32,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,113,
536,Chad Henne\HennCh01,JAX,QB,31,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,,-0.2,-0.2,,69,
537,Mark Sanchez\SancMa00,DAL,QB,30,2,0,10,18,93,0,2,4,-2,-0.50,0,0,0,0,,0,,1.5,1.5,,70,
538,Matt Schaub\SchaMa00,ATL,QB,35,4,0,1,3,16,0,0,2,-2,-1.00,0,0,0,0,,0,,0.4,0.4,,64,
539,Joe Webb\WebbJo00,CAR,QB,30,14,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,,1.3,0.8,,65,
540,Eric Weems\WeemEr00,ATL,,31,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,202,
541,Nate Solder\SoldNa00,NWE,,28,15,15,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,116,
542,T.J. Yates\YateT.00,MIA,,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,67,
543,Will Tukuafu\TukuWi00,SEA,RB,32,7,1,0,0,0,0,0,2,2,1.00,0,1,0,0,,0,,0.2,0.2,,166,
544,Chase Reynolds\ReynCh00,LAR,RB,29,16,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,,1.4,0.9,,163,
545,Brandon Burks\BurkBr00,NYJ,RB,23,1,0,0,0,0,0,0,2,-4,-2.00,0,0,0,0,,0,,-0.4,-0.4,,170,
546,Orson Charles\CharOr00,DET,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,120,
547,Cory Harkey\HarkCo00,LAR,,26,12,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,117,
548,Khiry Robinson\RobiKh00,NYJ,RB,27,1,0,0,0,0,0,0,8,22,2.75,0,0,0,0,,0,,1.2,0.2,,167,
549,Troy Niklas\NiklTr00,ARI,TE,24,3,2,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,,1.0,0.5,,126,
550,A.J. McCarron\McCaA.00,CIN,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,66,
551,Isaiah Burse\BursIs01,SDG,,25,9,1,0,0,0,0,0,0,0,,0,4,0,0,,0,,,,,203,
552,Asante Cleveland\ClevAs00,SDG,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,118,
553,Mario Alford\AlfoMa00,CLE,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,199,
554,Geremy Davis\DaviGe00,SDG,,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,204,
555,Kasen Williams\WillKa02,SEA,,,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,205,
556,Randall Telfer\TelfRa00,CLE,TE,24,14,5,0,0,0,0,0,0,0,,0,7,2,4,2.00,0,,2.4,1.4,,111,
